_LayerID_	_WeightID_	_Weight_
1	0	-0.396663415622
1	1	0.233183370374
1	2	0.524697909789
1	3	-0.344388694252
1	4	0.49195719868
1	5	0.373490580552
1	6	-0.0716752920875
1	7	0.981357543528
1	8	-0.552516663659
1	9	0.30669820137
1	10	-0.343473601848
1	11	-0.111415835773
1	12	-0.489498364939
1	13	-0.25212827064
1	14	0.0409999235092
1	15	0.164292654822
1	16	0.129120829323
1	17	-0.252930137594
1	18	0.453695391434
1	19	0.261114408387
1	20	-0.322515863243
1	21	0.460897470684
1	22	0.612628186419
1	23	0.310165581259
1	24	-0.133954104092
1	25	-0.560478407904
1	26	-0.135868199351
1	27	-0.583951838354
1	28	0.071679269518
1	29	0.0948673920015
1	30	0.00999631807448
1	31	0.0715402876806
2	0	-0.47902184716
2	1	-0.194507310454
2	2	0.107866242707
2	3	0.436079940677
2	4	0.710154525336
