_LayerID_	_WeightID_	_Weight_
5	0	-0.0251491528842
5	1	-0.177846774561
5	2	-0.0101409994102
5	3	0.238039149339
5	4	0.0492407467214
5	5	0.249017048012
5	6	0.115635368529
5	7	0.391880186232
5	8	0.322704302306
5	9	-0.387335637803
5	10	0.590892902243
1	0	0.481757052992
1	1	-0.215126224718
1	2	-0.57492262148
1	3	0.547922459627
1	4	0.281445413959
1	5	-0.248044833726
1	6	0.472301382344
1	7	0.0805063612558
1	8	0.564854981618
1	9	0.314147800387
1	10	0.248292822021
1	11	-0.36024954685
1	12	0.0595861304657
1	13	-0.0423500344249
1	14	0.238144726594
1	15	-0.161885233083
1	16	0.394597038256
1	17	0.328387092232
1	18	-0.249974361495
1	19	-0.131952990167
1	20	0.149257471312
1	21	-0.331979827462
1	22	-0.543160191121
1	23	-0.644560098906
1	24	0.0610140476445
1	25	-0.163987348306
1	26	0.0580693246458
1	27	-0.188759565216
1	28	0.0753921286986
1	29	-0.189421319957
1	30	0.220323265657
1	31	0.16789122561
1	32	0.474421311894
1	33	-0.151084080905
1	34	0.390573594131
1	35	-0.462760628632
1	36	-0.000380858283753
1	37	0.420822853428
1	38	-0.541100747697
1	39	-0.329054634284
1	40	-0.363790384437
1	41	-0.619415957743
1	42	-0.0395244982151
1	43	-0.0358950163477
1	44	-0.0517571091435
1	45	0.106407678262
1	46	0.0272459033644
1	47	0.00829838242692
2	0	-0.238642882666
2	1	-0.160655167745
2	2	0.313107378093
2	3	-0.122992072773
2	4	-0.262486344732
2	5	0.366300842769
2	6	0.28963125543
2	7	-0.448956596489
2	8	-0.492060788711
2	9	-0.41788778036
2	10	0.2744427152
2	11	-0.00555899250447
2	12	0.0906215598444
2	13	-0.0998751321592
2	14	0.302174215804
2	15	-0.399016568143
2	16	-0.3420490885
2	17	0.105551243906
2	18	-0.330056617092
2	19	0.0622983052118
2	20	0.202450993132
2	21	0.346381152617
2	22	-0.154833191358
2	23	-0.223427427604
2	24	0.424144955676
2	25	0.126319901347
2	26	0.289690793153
2	27	-0.331770186261
2	28	0.0869870688556
2	29	0.354525532857
2	30	0.339290236837
2	31	0.388106297787
2	32	0.0559290569374
2	33	0.187888938233
2	34	0.0888154126601
2	35	0.554443876506
2	36	-0.0835700201743
2	37	0.252242786863
2	38	0.485701815668
2	39	0.339816332774
2	40	0.093108946474
2	41	0.0298937207466
2	42	-0.23083800458
2	43	0.0671223933855
2	44	0.415064338205
2	45	-0.174115661414
2	46	-0.105092979914
2	47	0.346630244191
2	48	0.236975646294
2	49	0.308441807056
2	50	0.293847125096
2	51	0.142318580827
2	52	-0.00720196795529
2	53	-0.0554081482909
2	54	-0.0225760537804
2	55	-0.210830325178
2	56	-0.185473738538
2	57	-0.166899998531
2	58	-0.142378708156
2	59	0.148915642998
4	0	0.035707316131
4	1	0.465260121715
4	2	0.123203422593
4	3	-0.267661098021
4	4	0.322042024283
4	5	-0.559233761512
4	6	-0.0121356410609
4	7	-0.267419309421
4	8	-0.33001501382
4	9	0.0934711636406
4	10	0.137323872951
4	11	-0.410657959346
4	12	-0.128372041761
4	13	-0.299961920594
4	14	-0.397377547128
4	15	0.175166383335
4	16	-0.284077676932
4	17	0.269798890055
4	18	-0.477550090469
4	19	0.082257875384
4	20	-0.247663517234
4	21	0.23197408926
4	22	-0.143349577425
4	23	-0.283951477875
4	24	-0.0346588611154
4	25	0.145012990075
4	26	-0.2569693157
4	27	-0.112183615863
4	28	-0.306601640212
4	29	-0.328654705976
4	30	-0.06864269124
4	31	-0.551778553771
4	32	0.283427063933
4	33	0.325215651059
4	34	-0.508201319149
4	35	-0.489875819512
4	36	0.0649300090948
4	37	-0.208663461848
4	38	-0.148829425853
4	39	0.0683030580826
4	40	-0.411948261199
4	41	-0.119769040643
4	42	-0.420039131169
4	43	0.390997436734
4	44	0.0400163421889
4	45	-0.0409317021918
4	46	0.453678720658
4	47	-0.353190268232
4	48	0.13929702854
4	49	0.286870492489
4	50	0.350011319558
4	51	-0.158526445705
4	52	0.287423122047
4	53	0.075181260172
4	54	0.461229502557
4	55	-0.0823916432505
4	56	0.220177517323
4	57	0.140095579876
4	58	0.115742914806
4	59	-0.0918179338877
3	0	0.245070128004
3	1	0.345350988774
3	2	-0.3626647499
3	3	-0.498514948221
3	4	-0.344202347259
3	5	-0.119412403806
3	6	0.541387297905
3	7	-0.142321752028
3	8	-0.446416014784
3	9	-0.0371674439564
3	10	0.59350968466
3	11	0.179528257873
3	12	0.298859734931
3	13	0.100027525649
3	14	0.142505387559
3	15	-0.469025502743
3	16	0.0932948558609
3	17	0.54263860103
3	18	-0.0273954541047
3	19	-0.563802813947
3	20	-0.244448210008
3	21	0.196002530673
3	22	0.28833129221
3	23	0.223805878296
3	24	0.466508036874
3	25	-0.227514692896
3	26	-0.0300978896472
3	27	0.420560904646
3	28	0.0556476350134
3	29	-0.274401154826
3	30	-0.0782081526662
3	31	0.435871777247
3	32	-0.486997837046
3	33	-0.111819661033
3	34	0.363863663005
3	35	-0.285130108817
3	36	0.300768071173
3	37	0.0569996011206
3	38	0.0366754529828
3	39	-0.167696559069
3	40	0.493210939125
3	41	-0.0258684435645
3	42	0.0565936528293
3	43	-0.032089150434
3	44	-0.0913459535673
3	45	-0.00738971070839
3	46	0.0477108180211
3	47	-0.0735619396535
