_LayerID_	_WeightID_	_Weight_
1	0	-0.537864719668
1	1	0.563630981286
1	2	0.387194079322
1	3	-0.209777742182
1	4	0.0319393712814
1	5	0.127945207522
1	6	-0.0168183958793
1	7	0.268667159964
1	8	-0.615629877514
1	9	0.162630170131
1	10	-0.409804813495
1	11	0.304932718592
1	12	-0.4480485056
1	13	-0.247002861384
1	14	0.0726693490892
1	15	0.0823634460473
1	16	0.0621911418517
1	17	-0.203602648942
1	18	0.356231673556
1	19	0.329261004316
1	20	-0.273933749645
1	21	0.347325872014
1	22	0.620381046497
1	23	0.212214499885
1	24	-0.162739122249
1	25	-0.51396098956
1	26	-0.203867106251
1	27	-0.557321809602
1	28	-0.122283784287
1	29	0.182835867385
1	30	-0.015968155854
1	31	0.0434351275985
2	0	-0.671232375318
2	1	0.734853203239
2	2	-0.523115563641
2	3	0.697768732259
2	4	-0.383773233759
